"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"KS","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","78","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"KY","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","79","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"LA","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","73","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MA","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","90","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MD","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","90","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"ME","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","97","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MI","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","86","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MN","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","90","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MO","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","89","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MP","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MS","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","77","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"MT","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","85","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NC","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","84","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"ND","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","57","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NE","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","81","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NH","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","88","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NJ","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","61","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NM","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","81","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NV","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","57","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"NY","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","71","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"OH","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","82","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"OK","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","75","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"OR","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","82","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"PA","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","85","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"PR","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
