"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"KS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.976","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.948","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.924","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.933","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.050","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.771","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.917","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.999","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.990","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.794","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.088","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.933","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.201","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.985","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.228","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.007","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.242","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.147","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.965","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.942","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.017","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.057","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.981","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.540","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.312","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.896","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.039","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.904","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.933","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.303","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.032","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.550","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.314","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.096","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.066","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.104","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.197","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.734","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AL","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.579","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AR","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.707","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.863","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.088","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.039","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.969","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.945","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.921","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.828","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.890","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.657","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.778","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.739","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.971","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.874","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.844","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.861","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.825","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.862","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.964","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.601","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.854","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.898","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.910","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.693","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.831","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.869","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.943","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.822","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.999","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.934","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.048","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.020","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.921","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.887","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.906","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.928","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.927","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.280","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.091","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.809","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.827","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.832","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
